FID,数量,X,Y
170,0,117.169823749000003,34.256320621199997
171,0,117.168878493999998,34.256755002900000
172,0,117.169910329999993,34.257874502100002
173,0,117.168869897999997,34.257890461099997
174,0,117.169189385999999,34.258070677699997
175,0,117.168594511999999,34.258738528199999
176,0,117.167973247999996,34.259032865400002
177,0,117.168862543000003,34.263238527200002
178,4,117.117717158999994,34.243114169000002
179,4,117.119021212999996,34.243186851499999
180,4,117.119117923999994,34.242518899600000
181,4,117.117210295000007,34.242447272500002
182,4,117.117657589000004,34.241585307000001
183,4,117.118257778000000,34.241529870000001
184,4,117.118944185000004,34.241514894799998
185,3,117.117198072999997,34.241378245500002
186,4,117.112885001999999,34.241284677499998
187,4,117.113556141000004,34.240594255300003
188,2,117.115018096000000,34.238030571300001
189,4,117.113417842999993,34.237179110000000
190,2,117.116468115000004,34.240638321299997
191,4,117.117821169999999,34.240453844800001
192,3,117.116093215000006,34.239947152500001
193,3,117.117432196999999,34.239666807799999
194,2,117.116119108999996,34.239248261699998
195,3,117.116440029000003,34.238777155900003
196,3,117.117531493000001,34.238922725599998
197,3,117.118387337000001,34.238914747099997
198,8,117.118515248999998,34.240016590700002
199,3,117.118835317999995,34.240922661299997
200,4,117.113980143999996,34.240934426000003
201,2,117.115430867000001,34.240161668399999
202,3,117.113294549000003,34.239956713700003
203,3,117.113512563000000,34.239121210699999
204,3,117.115432573000007,34.238781135700002
205,3,117.113672504999997,34.238385022099997
206,4,117.187161298000007,34.230979932600000
207,4,117.105124150999998,34.268513235999997
208,4,117.104157189999995,34.268587048100002
209,4,117.103410810000000,34.268609147299998
210,4,117.103379742000001,34.267677275799997
211,4,117.104368105000006,34.267725334200001
212,4,117.105484739999994,34.267422650900002
213,4,117.105758105999996,34.266851398100002
214,4,117.104370364000005,34.266801375699998
215,4,117.103362266999994,34.266583745399998
216,4,117.103710129999996,34.265840699999998
217,4,117.104118088999996,34.265845123900000
218,4,117.105195391999999,34.265813197299998
219,4,117.109066831000007,34.268147923400001
220,4,117.108102150999997,34.268203358800001
221,4,117.107343802000003,34.268298479999999
222,4,117.107847100000001,34.267808595100000
223,4,117.107849416999997,34.267148193899999
224,4,117.107749398999999,34.266666948500003
225,4,117.108174677999997,34.264666712100002
226,0,117.154227864999996,34.264573936100000
227,0,117.171680038000005,34.271353013700001
228,0,117.173049000000006,34.271197955100000
229,0,117.174465232000003,34.268989707300001
230,0,117.174173752000002,34.262550704799999
231,0,117.179296499000003,34.256464572299997
232,0,117.173942767000000,34.261728175099996
233,0,117.105439235999995,34.352723598700003
234,0,117.170285942000007,34.270174891099998
235,0,117.171008264999998,34.270422283700000
236,0,117.173877325999996,34.271465444699999
237,0,117.176665501000002,34.272059233500002
238,0,117.174456966999998,34.269562610700000
239,0,117.171508877999997,34.268092674499997
240,4,117.109724584000006,34.263139892200002
241,4,117.108049429000005,34.263324907799998
242,4,117.107251146999999,34.264516302099999
243,4,117.107009059999996,34.263911149300000
244,4,117.109810124000006,34.263749234899997
245,4,117.110059692999997,34.264569520099997
246,4,117.110727530000005,34.264489013999999
247,4,117.110602252999996,34.263156992600003
248,4,117.117032336999998,34.268560207900002
249,4,117.117504073000006,34.269998866999998
250,4,117.117673844999999,34.271148727800004
251,4,117.195298629000007,34.216363389999998
252,4,117.196609875999997,34.216468630100003
253,4,117.195090945000004,34.217443508000002
254,4,117.195798828999997,34.217821473999997
255,4,117.195821738999996,34.218692325299997
256,4,117.196663598000001,34.216979545199997
257,4,117.195748140000006,34.219479237900003
258,4,117.198299679000002,34.218236401799999
259,4,117.198146390000005,34.217516313600001
260,4,117.197505605000003,34.216566718999999
261,4,117.199013519000005,34.217102203300001
262,4,117.199308174999999,34.218837207900002
263,4,117.187761350000002,34.231121919499998
264,4,117.188397257999995,34.230911999999996
265,4,117.188854630999998,34.231410854799996
266,4,117.190428768999993,34.231070855500001
267,4,117.192448635999995,34.230021253399997
268,4,117.198726702000002,34.228252555799997
269,4,117.198680299000003,34.227568552599998
270,4,117.198459897999996,34.226872124400003
271,4,117.199435930000007,34.227418927199999
272,4,117.200872783999998,34.230513653899997
273,4,117.200947103999994,34.230041558700002
274,4,117.201004562999998,34.231599762199998
275,4,117.200161476000005,34.231840151100002
276,0,117.173095273000001,34.261810113199999
277,0,117.176373893000005,34.250220948500001
278,0,117.176588707999997,34.262788756200003
279,0,117.175207061999998,34.262177132700003
280,0,117.176102614000001,34.263323936900001
281,0,117.175129256999995,34.264040766400001
282,0,117.175552225999994,34.264020369100002
283,0,117.174170653999994,34.264289260699996
284,0,117.174253567999997,34.264014647000003
285,0,117.173879329000002,34.263409380100001
286,0,117.173697785000002,34.263089926399999
287,0,117.173565428000003,34.263402306600000
288,0,117.174441576000007,34.262585480299997
289,0,117.174199893999997,34.261284213099998
290,0,117.174300814000006,34.261663548800001
291,0,117.173969353000004,34.261047156200000
292,0,117.174835711000000,34.261412533900000
293,0,117.175172071999995,34.261385309200001
294,0,117.109091251999999,34.342024833399996
295,0,117.174464643999997,34.263775475999999
296,0,117.179371306999997,34.257273424700003
297,0,117.175556838000006,34.262491953100003
298,0,117.172903098000006,34.270217043300001
299,0,117.176784901000005,34.265721259199999
300,0,117.176598979000005,34.267075269400003
301,0,117.176753148000003,34.266877645999998
302,0,117.177975060999998,34.267128289699997
303,0,117.178610234000004,34.267371710200003
304,0,117.171937060999994,34.266389768499998
305,0,117.176965456999994,34.264547110000002
306,0,117.177728254000002,34.263037843600003
307,0,117.179329543999998,34.257944440899998
308,0,117.173556242999993,34.266381528499998
309,0,117.171632927000005,34.266775690999999
310,0,117.174967362000004,34.267654667000002
311,0,117.173880073999996,34.267976668800003
312,4,117.200322290000003,34.231292662000001
313,4,117.199110185999999,34.231214135199998
314,4,117.198276391999997,34.230740078200000
315,4,117.196775895000002,34.231282164500001
316,4,117.196179306000005,34.231081657799997
317,4,117.195411010000001,34.230962149000000
318,4,117.195572732000002,34.230359863600000
319,4,117.196689750000004,34.233255669300000
320,4,117.197224640000002,34.232276933199998
321,4,117.198790919000004,34.232418892100000
322,4,117.199933283999997,34.232772431299999
323,4,117.200533375000006,34.233559425599999
324,4,117.200681556000006,34.232987676900002
325,4,117.198924786999996,34.233039624800000
326,4,117.197664266000004,34.233737906700000
327,4,117.201412755000007,34.234956667900001
328,0,117.201864517999994,34.233641197700003
329,0,117.202256219999995,34.233155877900003
