FID,OBJECTID,XX,YY
343,0,117.241342587000005,34.240556755100002
344,0,117.242035889999997,34.240906289199998
345,0,117.242013448999998,34.241525904299998
346,0,117.243277590000005,34.241514399300002
347,0,117.261547964000002,34.246674554800002
348,0,117.261574299000003,34.246274043500001
349,0,117.261766351000006,34.245719013399999
350,0,117.261833150000001,34.251681261599998
351,0,117.261849869000002,34.251144159100001
352,0,117.262968254000000,34.251902802799997
353,0,117.262981068000002,34.251132398300001
354,0,117.263939246000007,34.251769904500001
355,0,117.261911851999997,34.250205017500001
356,0,117.262714023000001,34.249932363399999
357,0,117.230064932999994,34.250192414200001
358,0,117.231309628999995,34.250017780699999
359,0,117.217985083000002,34.268600897100001
360,0,117.216746899000000,34.270171331800000
361,0,117.216283320000002,34.269131980899999
362,0,117.217470947999999,34.273444224400002
363,0,117.217386977999993,34.273070528799998
364,0,117.211527079999996,34.263353912299998
365,0,117.197108129000000,34.251825589699997
366,0,117.196118194999997,34.251487633799997
367,0,117.196496995999993,34.251007257500000
368,0,117.196438610000001,34.250507220199999
369,0,117.197552279999996,34.251086731000001
370,0,117.197945946999994,34.251312869200000
371,0,117.198334721999998,34.251001888499999
372,0,117.197826809999995,34.250562056100001
373,0,117.199438521999994,34.251437104300003
374,0,117.226903289000006,34.252420067999999
375,0,117.227925931000001,34.252012241999999
376,0,117.228959994999997,34.251993697899998
377,0,117.227480065999998,34.250947590800003
378,0,117.228975379000005,34.250491508200000
379,0,117.227275761000001,34.250111003100002
380,0,117.226462462000001,34.249758185799998
381,0,117.227418553000007,34.249168657600002
382,0,117.228858137000003,34.249022166400003
383,0,117.231420643000007,34.251913122399998
384,0,117.230653713999999,34.251168493300000
385,0,117.231907863999993,34.250653871799997
386,0,117.237455193000002,34.250276590799999
387,0,117.237080371999994,34.249307967400000
388,0,117.237170590999995,34.248570066100001
389,0,117.208041069999993,34.273059866399997
390,0,117.235247604999998,34.245446614800002
391,0,117.235105923000006,34.247296977600001
392,0,117.234487267999995,34.247309197500002
393,0,117.233694958000001,34.247026659200003
394,0,117.233656126000000,34.246579046800001
395,0,117.233834814000005,34.245504807899998
396,0,117.237515994000006,34.243848283699997
397,0,117.237515443999996,34.243475531100003
398,0,117.236247968000001,34.244683567499997
399,0,117.236394809000004,34.243770163599997
400,0,117.236231211000003,34.243068709200003
401,0,117.234830688000002,34.244284090299999
402,0,117.259464674000000,34.259770353400000
403,0,117.262379671999994,34.260845446399998
404,0,117.263296373000003,34.260315016900002
405,0,117.261239920999998,34.246903307899998
406,0,117.262229466999997,34.247012822499997
407,0,117.263793514000000,34.246769039500002
408,0,117.263762987999996,34.246190931800001
409,0,117.232267645999997,34.266566513800001
410,0,117.231086977000004,34.266380792200003
411,0,117.231159360999996,34.265367997200002
412,0,117.231644652000000,34.265620341000002
413,0,117.232414464000001,34.265658573600000
414,0,117.229949886000000,34.265499024800000
415,0,117.229779336999997,34.265155494900000
416,0,117.206662362000003,34.252201108800001
417,0,117.206846171999999,34.252190113499999
418,0,117.206329390999997,34.251354668300003
419,0,117.256812902999997,34.195345047700002
420,0,117.256081374999994,34.193025739699998
421,0,117.254008525000003,34.193412530499998
422,0,117.254520138000004,34.193407653300000
423,0,117.253890784999996,34.192820666599999
424,0,117.254730147000004,34.192837054100004
425,0,117.255290575000004,34.192353354399998
426,0,117.255697280999996,34.192000639600003
427,0,117.256130184000000,34.191548214199997
428,0,117.254861908999999,34.191272261100004
429,0,117.255629505000002,34.190934118999998
430,0,117.254603153000005,34.190795428900003
431,0,117.255186369000000,34.190477078599997
432,0,117.258257080999996,34.190793477100001
433,0,117.256322103000002,34.190151197100001
434,0,117.256535924999994,34.189481711900001
435,0,117.257442744000002,34.188813693299998
436,0,117.272163621000004,34.191855392999997
437,0,117.270452990999999,34.193620422999999
438,0,117.273448162999998,34.191146454699997
439,0,117.270648839000003,34.190617722600003
440,0,117.274233730999995,34.188944241199998
441,0,117.269515155999997,34.188927187300003
442,0,117.267018328999995,34.186834253599997
443,0,117.269702609999996,34.185275093400001
444,0,117.270362194000000,34.185479577000002
445,0,117.270486757000000,34.184511397599998
446,0,117.272496253000000,34.184610807100000
447,0,117.272909467999995,34.184013583199999
448,0,117.270429948000000,34.183217591999998
449,0,117.272998372999993,34.183125012600001
450,0,117.271580278000002,34.182178096700000
451,0,117.271405048000005,34.181788420300002
452,0,117.271410670999998,34.180945786800002
453,0,117.281543819000007,34.195154370300003
454,0,117.234100213999994,34.244090596200003
455,0,117.234561223000000,34.243513640600000
456,0,117.234004145000000,34.243230581600002
457,0,117.235264365000006,34.242997360799997
458,0,117.230388043999994,34.247472883199997
459,0,117.230342969999995,34.246799880399998
460,0,117.230336640000004,34.245685470200002
461,0,117.228669982000000,34.245967441499999
462,0,117.228716374000001,34.247199996100001
463,0,117.229343358999998,34.247487041799999
464,0,117.227941080999997,34.245853926999999
465,0,117.227002510000005,34.246228548200001
466,0,117.227120331999998,34.246848563100002
467,0,117.227040528000003,34.247514542300003
468,0,117.227943992999997,34.247854637800003
469,0,117.224362510999995,34.243651590399999
470,0,117.225053936999998,34.244271409400000
471,0,117.224116871000007,34.244696181099997
472,0,117.224367150999996,34.245100654100000
473,0,117.223470392999999,34.244244053599999
474,0,117.185372950000001,34.253680096300002
475,0,117.183749359999993,34.252490192600000
476,0,117.186059198999999,34.252429919199997
477,0,117.186350211999994,34.251376907199997
478,0,117.183442920000005,34.249669748499997
479,0,117.183559204999995,34.249428536899998
480,0,117.184275141000001,34.248521601299998
481,0,117.192898036000003,34.251783765399999
482,0,117.191582875999998,34.251438264599997
483,0,117.192212259000001,34.250987949399999
484,0,117.192609950999994,34.250537833000003
485,0,117.192969372999997,34.249757603799999
486,0,117.191103794000000,34.250003459399998
487,0,117.188161132000005,34.250852964800004
488,0,117.188271903000000,34.249473967999997
489,0,117.188801370999997,34.248931076200002
490,0,117.188776958000005,34.247085831600003
491,0,117.190307419000007,34.249372723800001
492,0,117.189949917999996,34.248463768400001
493,0,117.190394773999998,34.248065004300003
494,0,117.188148921999996,34.247771661300000
495,0,117.190427823999997,34.247548955600003
496,0,117.189492849000004,34.246342920899998
497,0,117.185479345999994,34.246875954200000
498,0,117.231260700999997,34.249293911099997
499,0,117.231915104999999,34.249533778900002
500,0,117.230553189999995,34.248946719599999
501,0,117.234471236000005,34.250034954800000
502,0,117.234915596999997,34.249733246600002
503,0,117.233462509000006,34.249073716200002
504,0,117.234207010000006,34.248610032700000
505,0,117.235026497999996,34.248483456400002
506,0,117.234966877000005,34.249113751400003
507,0,117.232374733000000,34.243860971700002
508,0,117.231476666999995,34.243877501900002
509,0,117.230071340999999,34.243484787500002
510,0,117.230082644999996,34.243177197599998
511,0,117.229745644999994,34.243188285099997
512,0,117.229692704000001,34.243827571499999
513,0,117.230149183999998,34.244488370600003
514,0,117.229698866999996,34.244503526199999
515,0,117.227867062000001,34.243247894400000
516,0,117.227811465000002,34.243927105700003
517,0,117.227100837999998,34.243564523000003
518,0,117.226795725000002,34.244185134500000
519,0,117.227484473999993,34.244666372600001
520,0,117.231801103999999,34.246816617999997
521,0,117.231712493000003,34.247705985800003
522,0,117.220861393000007,34.242474497800004
523,0,117.221053936000004,34.242616286599997
524,0,117.221540547000004,34.242430428200002
525,0,117.222128788000006,34.241964644200003
526,0,117.222826608999995,34.242424111299997
527,0,117.223709674999995,34.241792104399998
528,0,117.223852961999995,34.242131531799998
529,0,117.224846944000006,34.241737102899997
530,0,117.245881784999995,34.252493777700003
531,0,117.246695329000005,34.252500090799998
532,0,117.246804858999994,34.252057989100003
533,0,117.246769485000002,34.251602327699999
534,0,117.246073007000007,34.251713159700003
535,0,117.246238392999999,34.250433257200001
536,0,117.247045516000000,34.250494178899999
537,0,117.247043742000002,34.249960741199999
538,0,117.246379097000002,34.249522861199999
539,0,117.245642525999997,34.249406692800001
540,0,117.246326777999997,34.249101024200002
541,0,117.246399546999996,34.248728813400000
542,0,117.247184473000004,34.248644553100000
543,0,117.248113521999997,34.252476722499999
544,0,117.249434088000001,34.252643117300003
545,0,117.250659361999993,34.252721851499999
546,0,117.248154645000000,34.251612425700003
547,0,117.248784891000000,34.251714820700002
548,0,117.249541846000000,34.251713044299997
549,0,117.250262336999995,34.251764565199998
550,0,117.248393417000003,34.250597557200003
551,0,117.249155603000005,34.250568378899999
552,0,117.249771029000001,34.250729977399999
553,0,117.251149956999996,34.250811269400003
554,0,117.250933426000003,34.249750788299998
555,0,117.249175600000001,34.249727316300003
556,0,117.249385799999999,34.249188439800001
557,0,117.250185302000006,34.248695128400001
558,0,117.250780882000001,34.248728314200001
559,0,117.251095957000004,34.249220292099999
560,0,117.249405705000001,34.247001349000001
561,0,117.251030514000007,34.247245727699998
562,0,117.248771375000004,34.246404885600001
563,0,117.249382693000001,34.245555535400001
564,0,117.250954039000007,34.245419051600003
565,0,117.251543222999999,34.245924528700002
566,0,117.251130766000003,34.246327891200004
567,0,117.250185569999999,34.244513290199997
568,0,117.250410711000001,34.244530072499998
569,0,117.249632696999996,34.243916959499998
570,0,117.250490557000006,34.243862781799997
571,0,117.246323243000006,34.246969334200003
572,0,117.246174558999996,34.246030967899998
573,0,117.246500971000003,34.245442849299998
574,0,117.248347898000006,34.245542761199999
575,0,117.248157828999993,34.246490165200001
576,0,117.248106858000000,34.247259630300000
577,0,117.248512478999999,34.241708993000003
578,0,117.248537704000000,34.241199930299999
579,0,117.249872065000005,34.241379633500003
580,0,117.251330135000003,34.241678564099999
581,0,117.251329162000005,34.241313025300002
582,0,117.262349211000000,34.259461303300000
583,0,117.262182315999993,34.258830453500003
584,0,117.262085479999996,34.258226978000003
585,0,117.263257433000007,34.259548963299999
586,0,117.263873797000002,34.259491756499997
587,0,117.263935344999993,34.258992763999998
588,0,117.262420399999996,34.260145077700003
589,0,117.263728560999994,34.261243655900003
590,0,117.259127542000002,34.260393143000002
591,0,117.260337476000004,34.260031392499997
592,0,117.253733815999993,34.258695486699999
593,0,117.254247527999993,34.258731942300003
594,0,117.253971550000003,34.251109790999998
595,0,117.254769779000000,34.251239416200001
596,0,117.254898694999994,34.250515332900001
597,0,117.254825964999995,34.250019361900002
598,0,117.255430864999994,34.249541914700004
599,0,117.257489974999999,34.253419854500002
600,0,117.257004441000007,34.253278715500002
601,0,117.257036056999993,34.252667656600003
602,0,117.256734761000004,34.252316519099999
603,0,117.258021971999995,34.252425806100000
604,0,117.263669304999993,34.258435045699997
605,0,117.261960337000005,34.257740515800002
606,0,117.208824590999996,34.260632080900002
607,0,117.208870138999998,34.260464085300001
608,0,117.209460046000004,34.260171130099998
609,0,117.209466883000005,34.260148220500000
610,0,117.208529479999996,34.261342620800001
611,0,117.199500865000005,34.262145326300001
612,0,117.200413115999993,34.262084685900000
613,0,117.198662472999999,34.260113058899996
614,0,117.198254203000005,34.257519503099999
615,0,117.182924529000005,34.251565281399998
616,0,117.183005722000004,34.252183410999997
617,0,117.234022964000005,34.215376455900000
618,0,117.233372743000004,34.214477037199998
619,0,117.233962816000002,34.216884026400002
620,0,117.190156071000004,34.249701610499997
621,0,117.188757464000005,34.251091960499998
622,0,117.254081420000006,34.256109711199997
623,0,117.253752622999997,34.255847985599999
624,0,117.237190268000006,34.252024974800001
625,0,117.236992478999994,34.251799843800001
626,0,117.236915331000006,34.251439391900000
627,0,117.237176265000002,34.250849572400000
628,0,117.237012687999993,34.250569006600003
629,0,117.234338995000002,34.251745815900001
630,0,117.233664512999994,34.251422478099997
631,0,117.233710991999999,34.250783643900000
632,0,117.234565191000002,34.251119013500002
633,0,117.234457269000004,34.250515134899999
634,0,117.235150047999994,34.250955511900003
635,0,117.235255906000006,34.250653283900000
636,0,117.235170667999995,34.251924721800002
637,0,117.235184744999998,34.251580128500002
638,0,117.251139687999995,34.243453088700001
639,0,117.251104912000002,34.243100511400002
640,0,117.224289174000006,34.260284986899997
641,0,117.224365255999999,34.260232234000000
642,0,117.224758730999994,34.259209225600003
643,0,117.237344965999995,34.258682352199997
644,0,117.215339846999996,34.252825260000002
645,0,117.217317073000004,34.252712044100001
646,0,117.216890003000003,34.251989410000000
647,0,117.217507573999995,34.251530130799999
648,0,117.216410420000003,34.251232125400001
649,0,117.215599428000004,34.251509616400000
650,0,117.246768016000004,34.257264039799999
651,0,117.247860961000001,34.258161418400000
652,0,117.248844098999996,34.257784593200000
653,0,117.249135538999994,34.257145113299998
654,0,117.249261790000006,34.256636320500000
655,0,117.248301459000004,34.256381221200002
656,0,117.247108827999995,34.256931055800003
657,0,117.247301703000005,34.256634994199999
658,0,117.249363055000003,34.255887062600003
659,0,117.250064163999994,34.255731666999999
660,0,117.250995395000004,34.255325405699999
661,0,117.251707236000001,34.256257683800001
662,0,117.250334366999994,34.257367499899999
663,0,117.250279704999997,34.258157033000003
664,0,117.251443023999997,34.258517156800004
665,0,117.252203034000004,34.258583652600002
666,0,117.247499066000003,34.262865636800001
667,0,117.247301722000003,34.263422703099998
668,0,117.245806622999993,34.264475879800003
669,0,117.244259314999994,34.263732735399998
670,0,117.244269392999996,34.262590181900002
671,0,117.244094786999995,34.261665475100003
672,0,117.244678522000001,34.261314931699999
673,0,117.241307828000004,34.257332381600001
674,0,117.241296906000002,34.256537435399999
675,0,117.241733788999994,34.256168111100003
676,0,117.240564651000000,34.255456009400000
677,0,117.238501733000007,34.256034598299998
678,0,117.239094660999996,34.256446814599997
679,0,117.239034707000002,34.257422306400002
680,0,117.239805723000003,34.257476402700000
681,0,117.240518121999997,34.257530664100003
682,0,117.240483557000005,34.258326782200001
683,0,117.239422282999996,34.258275741100000
684,0,117.240792025000005,34.260536146500002
685,0,117.239500855000003,34.260314259099999
686,0,117.238698909999997,34.260276068600000
687,0,117.238956354999999,34.260951418600001
688,0,117.238749608000006,34.261306644299999
689,0,117.238671198000006,34.261852689700000
690,0,117.239295143999996,34.261845033800000
691,0,117.240094936000006,34.262063812000001
692,0,117.240558918000005,34.262104947799997
693,0,117.240365131000004,34.261746804600001
694,0,117.240358276999999,34.261132476100002
695,0,117.236728704000001,34.261980977599997
696,0,117.235960243999997,34.261371418499998
